gene	unique	total
ENSMUSG00000039518	2579	2579
ENSMUSG00000092409	97	97
ENSMUSG00000039269	1498	1498
ENSMUSG00000090509	1083	1083
ENSMUSG00000090588	4482	4482
ENSMUSG00000073408	2512	2512
ENSMUSG00000092389	750	752
ENSMUSG00000038838	6104	6104
ENSMUSG00000001524	3822	3822
ENSMUSG00000003534	5028	5028
ENSMUSG00000093921	8	8
ENSMUSG00000086867	617	617
ENSMUSG00000092219	636	636
ENSMUSG00000092600	393	393
ENSMUSG00000092171	1376	1376
ENSMUSG00000003541	1032	1032
ENSMUSG00000059714	3153	3153
ENSMUSG00000001525	3415	3415
ENSMUSG00000061607	7408	7423
ENSMUSG00000087443	685	685
ENSMUSG00000059791	1496	1496
ENSMUSG00000034595	4315	4315
ENSMUSG00000098716	0	0
ENSMUSG00000024422	4243	4243
ENSMUSG00000050705	2879	2879
ENSMUSG00000084998	2846	2846
ENSMUSG00000024426	5258	5258
ENSMUSG00000024436	2055	2273
ENSMUSG00000039220	5730	5730
ENSMUSG00000084751	0	0
ENSMUSG00000049832	165	228
ENSMUSG00000092284	965	965
ENSMUSG00000038762	4779	4793
ENSMUSG00000077931	0	0
ENSMUSG00000038500	4101	4101
ENSMUSG00000024429	2976	2976
ENSMUSG00000092604	388	388
ENSMUSG00000092368	959	1012
ENSMUSG00000053835	2178	2178
ENSMUSG00000067212	3073	3173
ENSMUSG00000056116	3436	3770
ENSMUSG00000073407	1185	1534
ENSMUSG00000079492	714	1245
ENSMUSG00000091373	655	655
ENSMUSG00000073406	2158	2162
ENSMUSG00000092304	155	155
ENSMUSG00000092224	495	521
ENSMUSG00000073405	916	968
ENSMUSG00000092243	451	814
ENSMUSG00000092365	826	879
ENSMUSG00000079491	3435	3696
ENSMUSG00000092277	1163	1512
ENSMUSG00000073980	746	746
ENSMUSG00000073403	1837	1856
ENSMUSG00000038311	2615	2615
ENSMUSG00000092366	781	781
ENSMUSG00000092289	448	448
ENSMUSG00000073402	1584	1619
ENSMUSG00000092474	932	932
ENSMUSG00000092374	445	445
ENSMUSG00000092480	136	136
ENSMUSG00000054128	3485	3485
ENSMUSG00000092240	117	117
ENSMUSG00000092306	500	500
ENSMUSG00000092457	1070	1070
ENSMUSG00000092265	406	406
ENSMUSG00000092362	602	602
ENSMUSG00000101932	105	150
ENSMUSG00000092428	106	111
ENSMUSG00000101756	0	0
ENSMUSG00000092612	459	459
ENSMUSG00000092363	7	7
ENSMUSG00000084750	219	219
ENSMUSG00000092502	214	214
ENSMUSG00000092392	1790	1790
ENSMUSG00000092317	171	171
ENSMUSG00000024446	1430	1430
ENSMUSG00000045409	7608	7608
ENSMUSG00000023083	1014	1014
ENSMUSG00000024448	1358	1358
ENSMUSG00000058124	1494	1494
ENSMUSG00000092555	793	975
ENSMUSG00000092508	840	840
ENSMUSG00000092231	269	269
ENSMUSG00000092437	474	474
ENSMUSG00000044538	830	861
ENSMUSG00000048231	1311	1311
ENSMUSG00000092290	414	414
ENSMUSG00000092493	174	174
ENSMUSG00000092296	122	122
ENSMUSG00000092414	127	127
ENSMUSG00000037537	907	907
ENSMUSG00000092332	478	478
ENSMUSG00000092606	48	48
ENSMUSG00000067201	1439	1439
ENSMUSG00000092485	472	472
ENSMUSG00000037334	958	958
ENSMUSG00000092298	556	556
ENSMUSG00000092377	330	330
ENSMUSG00000092172	1025	1025
ENSMUSG00000092343	0	0
ENSMUSG00000092435	59	59
ENSMUSG00000092521	874	874
ENSMUSG00000092385	113	113
ENSMUSG00000092460	1626	1626
ENSMUSG00000037246	1284	1284
ENSMUSG00000037130	1308	1308
ENSMUSG00000024457	7509	7512
ENSMUSG00000065651	28	28
ENSMUSG00000050747	2054	2054
ENSMUSG00000073400	2146	2146
ENSMUSG00000073399	2549	2549
ENSMUSG00000058063	2158	2158
ENSMUSG00000092239	557	557
ENSMUSG00000036492	1694	1694
ENSMUSG00000036398	1907	1907
ENSMUSG00000036315	1011	1011
ENSMUSG00000036214	1794	1794
ENSMUSG00000099318	0	0
ENSMUSG00000083534	935	935
ENSMUSG00000064308	878	878
ENSMUSG00000024459	2899	2899
ENSMUSG00000036036	4459	4459
ENSMUSG00000076439	1640	1640
ENSMUSG00000088819	149	149
ENSMUSG00000024462	8061	8061
ENSMUSG00000056600	3407	3454
ENSMUSG00000095377	3706	3855
ENSMUSG00000096477	1918	2115
ENSMUSG00000092339	438	495
ENSMUSG00000092223	513	568
ENSMUSG00000091601	3107	3154
ENSMUSG00000092408	498	498
ENSMUSG00000090556	3223	3355
ENSMUSG00000092270	732	820
ENSMUSG00000035186	832	832
ENSMUSG00000043827	1786	1786
ENSMUSG00000049561	5160	5160
ENSMUSG00000064121	2160	2160
ENSMUSG00000058802	2119	2198
ENSMUSG00000092591	1233	1233
ENSMUSG00000092340	812	812
ENSMUSG00000063660	855	940
ENSMUSG00000084425	64	64
ENSMUSG00000016206	1339	1339
ENSMUSG00000092556	811	811
ENSMUSG00000061972	1773	1773
ENSMUSG00000092524	829	829
ENSMUSG00000092077	2904	2978
ENSMUSG00000091531	2660	2734
ENSMUSG00000049618	2980	2980
ENSMUSG00000095858	4526	4553
ENSMUSG00000092542	314	314
ENSMUSG00000094884	3776	3776
ENSMUSG00000092396	742	742
ENSMUSG00000095603	1799	1826
ENSMUSG00000063188	4382	4388
ENSMUSG00000092568	601	601
ENSMUSG00000092477	363	363
ENSMUSG00000059687	939	939
ENSMUSG00000092601	649	649
ENSMUSG00000029184	5978	5978
ENSMUSG00000016283	1548	1548
ENSMUSG00000090894	1275	1652
ENSMUSG00000090675	2167	2544
ENSMUSG00000051611	4911	4951
ENSMUSG00000092292	1532	1572
ENSMUSG00000062629	1459	1459
ENSMUSG00000109188	76	79
ENSMUSG00000092413	2391	2599
ENSMUSG00000061336	4166	4378
ENSMUSG00000095286	3443	3503
ENSMUSG00000080990	1912	1960
ENSMUSG00000059964	1646	1708
ENSMUSG00000067189	108	274
ENSMUSG00000063994	1542	1548
ENSMUSG00000060017	1403	1491
ENSMUSG00000083947	2319	2339
ENSMUSG00000109185	844	844
ENSMUSG00000045202	2801	2801
ENSMUSG00000044985	4765	4765
ENSMUSG00000050613	3791	3791
ENSMUSG00000092269	2521	2521
ENSMUSG00000109212	1809	1958
ENSMUSG00000092458	838	838
ENSMUSG00000092468	559	559
ENSMUSG00000058114	3358	3634
ENSMUSG00000059030	3376	3581
ENSMUSG00000092295	627	627
ENSMUSG00000092513	273	273
ENSMUSG00000092186	395	395
ENSMUSG00000109376	858	930
ENSMUSG00000092213	551	551
ENSMUSG00000092390	1225	1225
ENSMUSG00000081724	5199	5199
ENSMUSG00000094878	5927	5987
ENSMUSG00000092461	763	763
ENSMUSG00000043312	1896	1896
ENSMUSG00000067186	1911	1911
ENSMUSG00000063240	3223	3229
ENSMUSG00000096009	1565	1571
ENSMUSG00000057801	2875	2875
ENSMUSG00000057443	1863	1863
ENSMUSG00000054940	2415	2415
ENSMUSG00000092615	828	828
ENSMUSG00000096840	2827	2827
ENSMUSG00000117177	108	108
ENSMUSG00000117135	16	16
ENSMUSG00000092322	1018	1018
ENSMUSG00000092566	31	31
ENSMUSG00000092316	582	582
ENSMUSG00000117127	201	201
ENSMUSG00000092244	1314	1314
ENSMUSG00000117214	272	272
ENSMUSG00000117213	198	198
ENSMUSG00000092342	1212	1212
ENSMUSG00000117273	99	99
ENSMUSG00000117331	199	199
ENSMUSG00000117260	186	186
ENSMUSG00000117067	247	247
ENSMUSG00000117151	141	141
ENSMUSG00000117293	330	330
ENSMUSG00000117043	45	45
ENSMUSG00000117196	38	38
ENSMUSG00000117330	0	0
ENSMUSG00000117005	292	292
ENSMUSG00000117021	23	23
ENSMUSG00000095625	334	334
ENSMUSG00000094168	0	0
ENSMUSG00000096697	547	547
ENSMUSG00000117311	237	237
ENSMUSG00000117207	1119	1119
ENSMUSG00000117240	195	195
ENSMUSG00000117277	119	119
ENSMUSG00000117236	153	153
ENSMUSG00000117267	99	99
ENSMUSG00000094024	1158	1158
ENSMUSG00000117024	136	144
ENSMUSG00000095880	11	11
ENSMUSG00000096345	1137	1144
ENSMUSG00000117165	1	78
ENSMUSG00000095104	1065	1072
ENSMUSG00000117319	138	138
ENSMUSG00000097971	3294	3294
ENSMUSG00000106106	1541	2365
ENSMUSG00000098178	1732	1732
ENSMUSG00000105361	0	824
ENSMUSG00000117201	90	120
ENSMUSG00000095886	276	276
ENSMUSG00000095188	11	11
ENSMUSG00000117136	1167	1167
ENSMUSG00000045842	473	967
ENSMUSG00000117125	136	144
ENSMUSG00000117307	90	120
ENSMUSG00000031233	1527	1527
ENSMUSG00000025433	1318	1318
ENSMUSG00000025431	1317	1317
ENSMUSG00000117162	60	60
ENSMUSG00000117095	167	167
ENSMUSG00000117073	0	0
ENSMUSG00000117215	271	271
ENSMUSG00000117302	574	574
ENSMUSG00000117017	354	354
ENSMUSG00000117020	231	231
ENSMUSG00000117057	348	348
ENSMUSG00000090747	521	521
ENSMUSG00000117265	4804	4804
ENSMUSG00000117230	159	159
ENSMUSG00000117142	219	219
ENSMUSG00000092043	495	564
ENSMUSG00000090897	707	1130
ENSMUSG00000117190	0	354
ENSMUSG00000095540	454	454
ENSMUSG00000093957	1217	1217
ENSMUSG00000117279	290	290
ENSMUSG00000073396	950	950
ENSMUSG00000023930	3076	3076
ENSMUSG00000023926	2431	2431
ENSMUSG00000098082	818	818
ENSMUSG00000054951	2061	2061
ENSMUSG00000091043	897	897
ENSMUSG00000088473	49	49
ENSMUSG00000023919	2472	2472
ENSMUSG00000023921	3686	3686
ENSMUSG00000117119	160	160
ENSMUSG00000117272	307	307
ENSMUSG00000117210	657	657
ENSMUSG00000117062	825	850
ENSMUSG00000098030	902	902
ENSMUSG00000117001	250	1197
ENSMUSG00000042256	4402	4402
ENSMUSG00000043972	1807	1807
ENSMUSG00000023918	3250	3250
ENSMUSG00000057899	3185	3185
ENSMUSG00000117163	759	765
ENSMUSG00000061665	16238	16305
ENSMUSG00000023915	4009	4009
ENSMUSG00000117011	5175	5175
ENSMUSG00000041293	3754	3754
ENSMUSG00000056492	9201	9201
ENSMUSG00000064582	44	44
ENSMUSG00000023914	3401	3401
ENSMUSG00000096140	1208	1208
ENSMUSG00000023913	2996	2996
ENSMUSG00000090307	2964	2964
ENSMUSG00000040140	7254	7254
ENSMUSG00000023912	3836	3836
ENSMUSG00000023963	3245	3245
ENSMUSG00000084474	91	91
ENSMUSG00000039601	4360	4360
ENSMUSG00000088576	187	187
ENSMUSG00000023960	5009	5009
ENSMUSG00000023961	4514	4514
ENSMUSG00000023959	8681	8681
ENSMUSG00000117106	619	619
ENSMUSG00000039153	9322	9322
ENSMUSG00000090048	639	639
ENSMUSG00000070209	20	20
ENSMUSG00000089849	719	719
ENSMUSG00000073394	693	693
ENSMUSG00000038954	4217	4217
ENSMUSG00000117326	427	427
ENSMUSG00000117044	4294	4294
ENSMUSG00000117217	840	840
ENSMUSG00000096425	14	27
ENSMUSG00000023932	2638	3297
ENSMUSG00000097119	6132	6132
ENSMUSG00000023935	4895	4935
ENSMUSG00000061242	277	384
ENSMUSG00000023938	4851	4851
ENSMUSG00000023949	2976	2976
ENSMUSG00000096847	4740	4740
ENSMUSG00000023947	3138	3138
ENSMUSG00000037089	3196	3196
ENSMUSG00000023944	3479	3479
ENSMUSG00000023942	4946	4946
ENSMUSG00000067389	712	712
ENSMUSG00000079471	1078	1078
ENSMUSG00000065743	0	0
ENSMUSG00000058626	2758	2758
ENSMUSG00000036026	5247	5247
ENSMUSG00000086472	583	583
ENSMUSG00000023939	946	946
ENSMUSG00000094690	419	419
ENSMUSG00000097727	5323	5323
ENSMUSG00000117139	1224	1224
ENSMUSG00000117085	516	516
ENSMUSG00000117048	2883	2883
ENSMUSG00000117040	600	600
ENSMUSG00000023951	4500	4500
ENSMUSG00000117287	1228	1228
ENSMUSG00000117109	70	70
ENSMUSG00000023967	3614	3614
ENSMUSG00000023966	1502	1502
ENSMUSG00000034509	1173	1173
ENSMUSG00000023952	6186	6186
ENSMUSG00000023953	5950	5950
ENSMUSG00000067150	6858	6858
ENSMUSG00000076141	0	0
ENSMUSG00000095740	8	8
ENSMUSG00000067148	2502	2502
ENSMUSG00000071074	2975	2975
ENSMUSG00000071073	3187	3187
ENSMUSG00000012296	5206	5206
ENSMUSG00000097390	2815	2815
ENSMUSG00000047428	2146	2146
ENSMUSG00000032842	7234	7234
ENSMUSG00000015597	13861	13861
ENSMUSG00000065808	225	225
ENSMUSG00000117269	382	382
ENSMUSG00000023968	1949	1949
ENSMUSG00000067144	2031	2031
ENSMUSG00000091742	399	421
ENSMUSG00000015599	14058	14058
ENSMUSG00000097560	1643	1643
ENSMUSG00000114244	486	486
ENSMUSG00000040658	1091	1091
ENSMUSG00000040327	13365	13365
ENSMUSG00000015605	2884	2884
ENSMUSG00000106514	0	0
ENSMUSG00000023972	5381	5381
ENSMUSG00000003546	2274	2274
ENSMUSG00000002767	1258	1258
ENSMUSG00000038545	8046	8046
ENSMUSG00000023971	2507	2507
ENSMUSG00000063576	2688	2688
ENSMUSG00000002768	1966	1966
ENSMUSG00000059409	3496	3496
ENSMUSG00000002763	3790	3790
ENSMUSG00000002769	1298	1298
ENSMUSG00000023973	2652	2652
ENSMUSG00000036858	1184	1184
ENSMUSG00000062619	663	663
ENSMUSG00000063888	3389	3431
ENSMUSG00000036568	6750	6750
ENSMUSG00000036430	1065	1065
ENSMUSG00000023978	2901	2901
ENSMUSG00000023977	10190	10190
ENSMUSG00000084572	195	195
ENSMUSG00000091775	160	160
ENSMUSG00000062472	354	354
ENSMUSG00000064043	9476	9476
ENSMUSG00000089208	0	0
ENSMUSG00000034729	8583	8719
ENSMUSG00000023979	2439	2439
ENSMUSG00000023982	774	774
ENSMUSG00000096361	249	276
ENSMUSG00000047150	1892	1892
ENSMUSG00000034382	5051	5051
ENSMUSG00000023980	4533	4533
ENSMUSG00000034165	9946	9946
ENSMUSG00000023988	3755	3755
ENSMUSG00000092558	6998	7417
ENSMUSG00000023984	1951	6492
ENSMUSG00000083672	1461	1470
ENSMUSG00000090115	4552	8674
ENSMUSG00000033475	463	1223
ENSMUSG00000079444	837	2622
ENSMUSG00000084880	2845	2845
ENSMUSG00000096549	832	1857
ENSMUSG00000023266	3027	3027
ENSMUSG00000086930	1145	1145
ENSMUSG00000023987	1387	1387
ENSMUSG00000023990	5602	5602
ENSMUSG00000032717	3362	3362
ENSMUSG00000065027	71	71
ENSMUSG00000064748	20	20
ENSMUSG00000023991	5119	5119
ENSMUSG00000085932	564	564
ENSMUSG00000084288	258	258
ENSMUSG00000082492	95	95
ENSMUSG00000094928	672	672
ENSMUSG00000117308	54	54
ENSMUSG00000117334	1730	1730
ENSMUSG00000021545	1346	1346
ENSMUSG00000117157	1037	1037
ENSMUSG00000073386	3744	3785
ENSMUSG00000117266	81	81
ENSMUSG00000043939	5788	5879
ENSMUSG00000042265	2969	2969
ENSMUSG00000117318	1667	1667
ENSMUSG00000041754	895	895
ENSMUSG00000051682	2278	2278
ENSMUSG00000071068	4906	4906
ENSMUSG00000043740	5209	5252
ENSMUSG00000023992	5039	5039
ENSMUSG00000023993	1655	1655
ENSMUSG00000023994	7812	7812
ENSMUSG00000040771	1558	1558
ENSMUSG00000117104	372	372
ENSMUSG00000040694	1498	1498
ENSMUSG00000023995	3656	3656
ENSMUSG00000043592	3517	3517
ENSMUSG00000117019	536	536
ENSMUSG00000077708	33	33
ENSMUSG00000088483	159	159
ENSMUSG00000110276	1428	1476
ENSMUSG00000040490	3103	3103
ENSMUSG00000105424	46	46
ENSMUSG00000101012	1239	1239
ENSMUSG00000117115	949	949
ENSMUSG00000064541	61	61
ENSMUSG00000117221	3098	3098
ENSMUSG00000117198	788	788
ENSMUSG00000092268	700	700
ENSMUSG00000064120	3495	3495
ENSMUSG00000040260	9862	9862
ENSMUSG00000023999	6013	6013
ENSMUSG00000090012	1100	1100
ENSMUSG00000090227	361	361
ENSMUSG00000117173	25	25
ENSMUSG00000117034	74	74
ENSMUSG00000039316	4404	4404
ENSMUSG00000117117	2366	2366
ENSMUSG00000104256	903	903
ENSMUSG00000117138	1357	1357
ENSMUSG00000117077	485	485
ENSMUSG00000117009	316	316
ENSMUSG00000067103	5777	5777
ENSMUSG00000010592	3812	3812
ENSMUSG00000117222	367	367
ENSMUSG00000038910	6526	6526
ENSMUSG00000044645	0	657
ENSMUSG00000023923	13602	13620
ENSMUSG00000084583	0	18
ENSMUSG00000117168	193	193
ENSMUSG00000117204	2177	2177
ENSMUSG00000117041	331	331
ENSMUSG00000117181	330	330
ENSMUSG00000023927	19331	19391
ENSMUSG00000102973	3057	3057
ENSMUSG00000102212	4228	4228
ENSMUSG00000103779	4642	4702
ENSMUSG00000102744	1893	1893
ENSMUSG00000103216	3075	3075
ENSMUSG00000103753	1806	1806
ENSMUSG00000103358	3155	3155
ENSMUSG00000102600	2125	2188
ENSMUSG00000103378	3952	3952
ENSMUSG00000117175	3194	3194
ENSMUSG00000100150	2354	2354
ENSMUSG00000117170	504	504
ENSMUSG00000117076	400	408
ENSMUSG00000117033	560	560
ENSMUSG00000117035	2487	2487
ENSMUSG00000098552	783	783
ENSMUSG00000035580	4458	4458
ENSMUSG00000117244	1494	1504
ENSMUSG00000117194	280	280
ENSMUSG00000117089	213	321
ENSMUSG00000117248	186	211
ENSMUSG00000117241	1689	1864
ENSMUSG00000023931	4386	4386
ENSMUSG00000117111	380	380
ENSMUSG00000017831	5167	5167
ENSMUSG00000117128	459	459
ENSMUSG00000044957	2191	2377
ENSMUSG00000000708	4863	4955
ENSMUSG00000096517	384	384
ENSMUSG00000023940	3776	3776
ENSMUSG00000107430	482	668
ENSMUSG00000107684	554	554
ENSMUSG00000062036	2634	2964
ENSMUSG00000117211	248	248
ENSMUSG00000106327	902	902
ENSMUSG00000105075	0	285
ENSMUSG00000104949	240	240
ENSMUSG00000105885	177	177
ENSMUSG00000023122	1747	1747
ENSMUSG00000021631	128	207
ENSMUSG00000105732	65	65
ENSMUSG00000105235	247	247
ENSMUSG00000105921	285	285
ENSMUSG00000105147	1028	1028
ENSMUSG00000105473	580	618
ENSMUSG00000023943	1457	1457
ENSMUSG00000104810	862	862
ENSMUSG00000102572	227	227
ENSMUSG00000023945	5536	5536
ENSMUSG00000117006	891	955
ENSMUSG00000099747	641	641
ENSMUSG00000117149	343	343
ENSMUSG00000090704	1056	1063
ENSMUSG00000117316	709	709
ENSMUSG00000089514	38	38
ENSMUSG00000117132	720	720
ENSMUSG00000117340	178	489
ENSMUSG00000117249	267	273
ENSMUSG00000117283	808	808
ENSMUSG00000090790	90	107
ENSMUSG00000117090	365	365
ENSMUSG00000024172	7274	7274
ENSMUSG00000097095	897	1409
ENSMUSG00000091504	2463	2463
ENSMUSG00000024174	5358	5358
ENSMUSG00000088499	6	6
ENSMUSG00000117237	1312	1312
ENSMUSG00000032915	3392	3392
ENSMUSG00000117045	487	487
ENSMUSG00000093740	549	549
ENSMUSG00000057835	1807	1919
ENSMUSG00000003198	2307	2415
ENSMUSG00000059912	283	369
ENSMUSG00000062101	1971	2065
ENSMUSG00000003206	1055	1055
ENSMUSG00000097077	1861	1861
ENSMUSG00000003208	5136	5136
ENSMUSG00000039154	2568	2568
ENSMUSG00000011589	2451	2451
ENSMUSG00000038781	2795	2795
ENSMUSG00000003199	2595	2595
ENSMUSG00000084755	163	163
ENSMUSG00000003200	5009	5009
ENSMUSG00000002835	9138	9138
ENSMUSG00000019578	5966	5966
ENSMUSG00000002833	5740	5740
ENSMUSG00000002831	5406	5406
ENSMUSG00000011305	1986	1986
ENSMUSG00000037095	1309	1309
ENSMUSG00000001227	3868	3868
ENSMUSG00000044469	6157	6157
ENSMUSG00000106418	14	14
ENSMUSG00000019579	2115	2115
ENSMUSG00000001229	7975	7975
ENSMUSG00000117176	354	354
ENSMUSG00000117172	650	650
ENSMUSG00000065491	12	12
ENSMUSG00000043683	6628	6702
ENSMUSG00000047123	2893	2893
ENSMUSG00000024197	3686	3686
ENSMUSG00000073380	1054	1054
ENSMUSG00000001228	4202	4448
ENSMUSG00000024201	5147	5147
ENSMUSG00000013236	15968	15968
ENSMUSG00000098339	0	0
ENSMUSG00000044526	1085	1085
ENSMUSG00000110218	1170	1170
ENSMUSG00000042625	8568	9035
ENSMUSG00000071054	7494	7961
ENSMUSG00000049760	1246	1246
ENSMUSG00000057863	127	284
ENSMUSG00000041168	4563	4563
ENSMUSG00000040828	3584	3584
ENSMUSG00000002372	7727	7727
ENSMUSG00000054723	2444	2444
ENSMUSG00000002379	1152	1152
ENSMUSG00000117146	2472	2472
ENSMUSG00000039481	924	924
ENSMUSG00000007603	3388	3388
ENSMUSG00000090273	2022	2022
ENSMUSG00000024206	7393	7393
ENSMUSG00000024207	2510	2510
ENSMUSG00000024209	2805	2805
ENSMUSG00000024212	3847	3847
ENSMUSG00000045019	2330	2330
ENSMUSG00000117245	538	538
ENSMUSG00000002660	1195	1195
ENSMUSG00000002661	1109	1109
ENSMUSG00000002664	375	375
ENSMUSG00000002658	1618	1618
ENSMUSG00000109739	1080	1080
ENSMUSG00000007670	4555	4555
ENSMUSG00000011486	1304	1304
ENSMUSG00000091390	246	246
ENSMUSG00000046329	5668	5668
ENSMUSG00000044279	1703	1703
ENSMUSG00000002668	5743	5743
ENSMUSG00000117297	120	120
ENSMUSG00000062591	2129	2129
ENSMUSG00000079414	2405	2405
ENSMUSG00000035678	1191	1191
ENSMUSG00000117064	231	231
ENSMUSG00000019489	743	743
ENSMUSG00000005824	1748	1748
ENSMUSG00000024164	5229	5229
ENSMUSG00000099066	0	0
ENSMUSG00000005823	2959	2959
ENSMUSG00000019487	3340	3340
ENSMUSG00000034116	3848	3848
ENSMUSG00000004730	3487	3487
ENSMUSG00000090655	2472	2472
ENSMUSG00000117223	601	601
ENSMUSG00000095330	354	354
ENSMUSG00000117082	1174	1174
ENSMUSG00000084428	13	13
ENSMUSG00000117022	761	761
ENSMUSG00000038048	3832	3832
ENSMUSG00000071052	308	693
ENSMUSG00000117281	93	93
ENSMUSG00000117271	839	839
ENSMUSG00000117188	445	445
ENSMUSG00000046952	706	1128
ENSMUSG00000117100	1228	1228
ENSMUSG00000117298	475	475
ENSMUSG00000024227	4329	4329
ENSMUSG00000086594	1455	1455
ENSMUSG00000024228	4300	4300
ENSMUSG00000077629	22	22
ENSMUSG00000077562	8	8
ENSMUSG00000117184	397	397
ENSMUSG00000117178	367	367
ENSMUSG00000117191	570	570
ENSMUSG00000101606	270	270
ENSMUSG00000064732	64	64
ENSMUSG00000117112	400	413
ENSMUSG00000117134	727	727
ENSMUSG00000117288	247	247
ENSMUSG00000117036	359	359
ENSMUSG00000117320	649	649
ENSMUSG00000089610	197	197
ENSMUSG00000093761	943	943
ENSMUSG00000117016	838	838
ENSMUSG00000098123	264	619
ENSMUSG00000098156	135	186
ENSMUSG00000117160	181	181
ENSMUSG00000117066	705	705
ENSMUSG00000064570	35	35
ENSMUSG00000048915	4030	4030
ENSMUSG00000023965	5420	5420
ENSMUSG00000089586	12	12
ENSMUSG00000088853	18	18
ENSMUSG00000090565	913	913
ENSMUSG00000091426	391	392
ENSMUSG00000093051	0	0
ENSMUSG00000117256	239	247
ENSMUSG00000117225	253	253
ENSMUSG00000117060	239	239
ENSMUSG00000117014	556	556
ENSMUSG00000000127	4867	4867
ENSMUSG00000045506	393	393
ENSMUSG00000024083	6655	6655
ENSMUSG00000080455	0	0
ENSMUSG00000098984	3	3
ENSMUSG00000073377	1372	1372
ENSMUSG00000024085	7219	7219
ENSMUSG00000091160	190	190
ENSMUSG00000117105	628	628
ENSMUSG00000024088	531	531
ENSMUSG00000117203	625	625
ENSMUSG00000077691	33	33
ENSMUSG00000117336	591	591
ENSMUSG00000045036	3393	3393
ENSMUSG00000117012	454	454
ENSMUSG00000117299	500	500
ENSMUSG00000117300	335	471
ENSMUSG00000092908	0	26
ENSMUSG00000117140	394	394
ENSMUSG00000117158	293	293
ENSMUSG00000024091	3491	3491
ENSMUSG00000050612	1818	1818
ENSMUSG00000056515	3714	3714
ENSMUSG00000117114	30	153
ENSMUSG00000061950	5628	5628
ENSMUSG00000024096	4857	4857
ENSMUSG00000117335	663	663
ENSMUSG00000117250	969	969
ENSMUSG00000117229	1019	1019
ENSMUSG00000024098	5250	5250
ENSMUSG00000034647	13755	14230
ENSMUSG00000117074	284	284
ENSMUSG00000024099	2220	2220
ENSMUSG00000094158	8	8
ENSMUSG00000117321	139	139
ENSMUSG00000024101	4210	4210
ENSMUSG00000035842	7007	7007
ENSMUSG00000117253	235	235
ENSMUSG00000117312	848	848
ENSMUSG00000117296	3351	3351
ENSMUSG00000117246	680	680
ENSMUSG00000117220	1140	1149
ENSMUSG00000117010	129	129
ENSMUSG00000052105	9626	9626
ENSMUSG00000093686	148	255
ENSMUSG00000117003	2647	2647
ENSMUSG00000023460	3023	3023
ENSMUSG00000117235	455	455
ENSMUSG00000024105	2445	2445
ENSMUSG00000117186	50	50
ENSMUSG00000033278	8781	9139
ENSMUSG00000117065	0	358
ENSMUSG00000114563	287	287
ENSMUSG00000114291	1201	1201
ENSMUSG00000117174	154	154
ENSMUSG00000117166	562	562
ENSMUSG00000117329	40	40
ENSMUSG00000117224	288	288
ENSMUSG00000117332	3276	3276
ENSMUSG00000114492	3019	3019
ENSMUSG00000093508	0	0
ENSMUSG00000087829	178	178
ENSMUSG00000117029	2750	2750
ENSMUSG00000073375	1661	1661
ENSMUSG00000032796	9577	9577
ENSMUSG00000024043	5568	5568
ENSMUSG00000090955	615	615
ENSMUSG00000117243	452	452
ENSMUSG00000117208	67	67
ENSMUSG00000117193	1093	1093
ENSMUSG00000041565	6175	6175
ENSMUSG00000090224	432	432
ENSMUSG00000117274	846	846
ENSMUSG00000095407	3306	3306
ENSMUSG00000117004	539	539
ENSMUSG00000117093	2404	2404
ENSMUSG00000024044	12946	12946
ENSMUSG00000100572	665	665
ENSMUSG00000117323	1300	1300
ENSMUSG00000117069	1029	1029
ENSMUSG00000049672	4580	4580
ENSMUSG00000096988	1611	1611
ENSMUSG00000073374	4132	4132
ENSMUSG00000091636	2519	2519
ENSMUSG00000117053	723	723
ENSMUSG00000117122	433	433
ENSMUSG00000117071	677	677
ENSMUSG00000088581	140	140
ENSMUSG00000117124	2682	2682
ENSMUSG00000117233	1351	1351
ENSMUSG00000117078	406	406
ENSMUSG00000003279	18357	18357
ENSMUSG00000097282	2382	2382
ENSMUSG00000117231	3649	3649
ENSMUSG00000093622	286	286
ENSMUSG00000047407	6193	6193
ENSMUSG00000100865	570	691
ENSMUSG00000080468	0	0
ENSMUSG00000097154	1795	1795
ENSMUSG00000097625	1314	1314
ENSMUSG00000117121	1782	1782
ENSMUSG00000117156	232	232
ENSMUSG00000066983	390	390
ENSMUSG00000117200	698	698
ENSMUSG00000117079	2844	2844
ENSMUSG00000034868	2025	2666
ENSMUSG00000117098	128	1199
ENSMUSG00000024048	2981	3432
ENSMUSG00000024049	10550	10550
ENSMUSG00000117315	1463	1463
ENSMUSG00000117276	87	87
ENSMUSG00000024052	12601	12601
ENSMUSG00000024053	5472	5472
ENSMUSG00000117137	472	472
ENSMUSG00000117199	577	577
